mlb_id,mlb_name,mlb_pos,mlb_team,bats,throws,birth_year,bp_id,bref_id,bref_name,cbs_id,cbs_name,cbs_position,davenport_id,espn_id,espn_name,espn_pos,fg_id,fg_name,lahman_id,nfbc_id,nfbc_name,nfbc_pos,retrosheet_id,retrosheet_name,debut,yahoo_id,yahoo_name,yahoo_pos,mlb_depth
445153,Darin Downs,P,HOU,R,L,1984,47419,downsda02,Darin Downs,1795803,Darin Downs,RP,DOWNS19841226A,31076,Darin Downs,RP,5903,Darin Downs,downsda02,9229,Darin Downs,P,downd001,Darin Downs,7/3/2012,9229,Darin Downs,RP,
518991,Darin Mastroianni,CF,TOR,R,R,1985,56057,mastrda01,Darin Mastroianni,1740965,Darin Mastroianni,CF,MASTROIAN19850826A,30807,Darin Mastroianni,CF,7316,Darin Mastroianni,mastrda01,9026,Darin Mastroianni,RF,mastd002,Darin Mastroianni,8/24/2011,9026,Darin Mastroianni,RF/CF,
573131,Darin Ruf,1B,PHI,R,R,1986,60918,rufda01,Darin Ruf,1812895,Darin Ruf,1B,RUF19860728A,31470,Darin Ruf,1B,9929,Darin Ruf,rufda01,9279,Darin Ruf,LF,ruf-d001,Darin Ruf,9/14/2012,9279,Darin Ruf,LF/1B,LF2
516714,Dario Alvarez,P,NYM,L,L,1989,55880,alvarda01,Dario Alvarez,2146191,Dario Alvarez,RP,,33635,Dario Alvarez,RP,14239,Dario Alvarez,alvarda01,9817,Dario Alvarez,P,alvad001,Dario Alvarez,9/3/2014,9817,Darío Álvarez,RP,
571553,Darrell Ceciliani,CF,NYM,L,L,1990,59617,,,1806344,Darrell Ceciliani,CF,,31287,Darrell Ceciliani,CF,9954,Darrell Ceciliani,,9970,Darrell Ceciliani,CF,,,5/19/2015,9970,Darrell Ceciliani,CF,
503285,Darren O'Day,P,BAL,R,R,1982,50555,odayda01,Darren O'Day,1208736,Darren O'Day,RP,ODAY19821022A,29081,Darren O'Day,RP,3321,Darren O'Day,odayda01,8207,Darren O'Day,P,odayd001,Darren O'Day,3/31/2008,8207,Darren O'Day,RP,RP2
446381,Darwin Barney,2B,LAD,R,R,1985,57645,barneda01,Darwin Barney,1599166,Darwin Barney,2B,BARNEY19851108A,29567,Darwin Barney,2B,2430,Darwin Barney,barneda01,8787,Darwin Barney,2B,barnd001,Darwin Barney,8/12/2010,8787,Darwin Barney,2B,
543743,Dave Sappelt,CF,PHI,R,R,1987,58631,sappeda01,Dave Sappelt,1740999,Dave Sappelt,CF,SAPPELT19870102A,,,,6898,Dave Sappelt,sappeda01,9013,Dave Sappelt,OF,sappd001,Dave Sappelt,8/7/2011,9013,Dave Sappelt,CF/RF,
430911,David Aardsma,P,CLE,R,R,1981,45369,aardsda01,David Aardsma,479025,David Aardsma,RP,AARDSMA19811227A,5933,David Aardsma,RP,1902,David Aardsma,aardsda01,7307,David Aardsma,P,aardd001,David Aardsma,4/6/2004,7307,David Aardsma,RP,
458691,David Adams,3B,BAL,R,R,1987,58003,adamsda02,David Adams,1740903,David Adams,2B,ADAMS19870515A,30679,David Adams,2B,7389,David Adams,adamsda02,9395,David Adams,3B,adamd001,David Adams,5/15/2013,9395,David Adams,3B/2B,
571527,David Buchanan,P,PHI,R,R,1989,66513,buchada01,David Buchanan,2118123,David Buchanan,SP,,33281,David Buchanan,SP,11176,David Buchanan,buchada01,9711,David Buchanan,P,buchd001,David Buchanan,5/24/2014,9711,David Buchanan,SP,
502304,David Carpenter,P,NYY,R,R,1985,50224,carpeda01,David Carpenter,1537180,David Carpenter,RP,,29698,David Carpenter,RP,3959,David Carpenter,,,,,,,,8978,David Carpenter,RP,RP3
518526,David Carpenter,P,LAA,R,R,1987,59325,carpeda02,David Carpenter,1807505,David Carpenter,RP,CARPENTER19870901A,31305,David Carpenter,RP,9244,David Carpenter,carpeda02,8978,David Carpenter,P,carpd002,David Carpenter,4/13/2012,9154,David Carpenter,RP,
476036,David Cooper,1B,CLE,L,L,1987,57753,coopeda01,David Cooper,1663595,David Cooper,1B,COOPER19870212A,30204,David Cooper,1B,7752,David Cooper,coopeda01,8917,David Cooper,1B,coopd002,David Cooper,4/29/2011,8917,David Cooper,1B,
430203,David DeJesus,DH,TB,L,L,1979,31730,dejesda01,David DeJesus,392080,David DeJesus,DH,DEJESUS19791220A,5799,David DeJesus,DH,1825,David DeJesus,dejesda01,7232,David DeJesus,LF,dejed001,David DeJesus,9/2/2003,7232,David DeJesús,LF/CF,DH1
501896,David Freese,3B,LAA,R,R,1983,51110,freesda01,David Freese,1225732,David Freese,3B,FREESE19830428A,29694,David Freese,3B,9549,David Freese,freesda01,8402,David Freese,3B,freed001,David Freese,4/6/2009,8402,David Freese,3B,3B1
592341,David Goforth,P,MIL,R,R,1988,68560,,,2114452,David Goforth,SP,,33204,David Goforth,SP,,,,,,,,,,,,,
571735,David Hale,P,COL,R,R,1987,59653,haleda02,David Hale,2027390,David Hale,RP,HALE19870927A,32601,David Hale,RP,9756,David Hale,haleda02,9528,David Hale,P,haled001,David Hale,9/13/2013,9528,David Hale,SP/RP,SP5
456696,David Hernandez,P,ARI,R,R,1985,47804,hernada01,David Hernandez,1630080,David Hernandez,RP,HERNANDEZ19850513A,30058,David Hernandez,RP,4259,David Hernandez,hernada01,8498,David Hernandez,P,hernd002,David Hernandez,5/28/2009,8498,David Hernández,RP,
458589,David Herndon,P,NYY,R,R,1985,52023,herndda01,David Herndon,1661456,David Herndon,RP,HERNDON19850904A,,,,9264,David Herndon,herndda01,8702,David Herndon,P,hernd003,David Herndon,4/5/2010,,,,
571787,David Holmberg,P,CIN,R,L,1991,59663,holmbda01,David Holmberg,1758979,David Holmberg,SP,HOLMBERG19910719A,31594,David Holmberg,SP,7725,David Holmberg,holmbda01,9503,David Holmberg,P,holmd002,David Holmberg,8/27/2013,9503,David Holmberg,SP/RP,
453307,David Huff,P,LAD,S,L,1984,51966,huffda01,David Huff,1623771,David Huff,RP,HUFF19840822A,30127,David Huff,RP,4257,David Huff,huffda01,8417,David Huff,P,huffd001,David Huff,5/17/2009,8417,David Huff,RP,
518953,David Lough,LF,BAL,L,L,1986,55984,loughda01,David Lough,1732909,David Lough,LF,LOUGH19860120A,30528,David Lough,LF,7215,David Lough,loughda01,8663,David Lough,LF,lougd001,David Lough,9/1/2012,8663,David Lough,LF/CF,LF2
451075,David Martinez,P,HOU,R,R,1987,48217,martida02,David Martinez,2049985,David Martinez,RP,MARTINEZ19870808A,33040,David Martinez,RP,8893,David Martinez,martida02,9497,David Martinez,P,martd005,David Martinez,8/21/2013,9497,David Martínez,RP,
461815,David Murphy,DH,CLE,L,L,1981,45458,murphda07,David Murphy,486548,David Murphy,DH,MURPHY19811018A,28582,David Murphy,DH,6035,David Murphy,murphda07,7862,David Murphy,RF,murpd005,David Murphy,9/2/2006,7862,David Murphy,RF,RF1
120074,David Ortiz,DH,BOS,L,L,1975,1499,ortizda01,David Ortiz,8236,David Ortiz,DH,ORTIZ19751118A,3748,David Ortiz,DH,745,David Ortiz,ortizda01,5909,David Ortiz,DH,ortid001,David Ortiz,9/2/1997,5909,David Ortiz,DH,DH1
456102,David Pauley,P,TOR,R,R,1983,40843,pauleda01,David Pauley,580598,David Pauley,SP,PAULEY19830617A,,,,3625,David Pauley,pauleda01,7782,David Pauley,P,pauld001,David Pauley,5/31/2006,7782,David Pauley,RP,
444482,David Peralta,LF,ARI,L,L,1987,52260,peralda01,David Peralta,2119697,David Peralta,LF,,33384,David Peralta,LF,2136,David Peralta,peralda01,9719,David Peralta,LF,perad001,David Peralta,6/1/2014,9719,David Peralta,LF,LF2
475479,David Phelps,P,MIA,R,R,1986,58268,phelpda01,David Phelps,1800944,David Phelps,SP,PHELPS19861009A,31124,David Phelps,SP,6316,David Phelps,phelpda01,9148,David Phelps,P,pheld001,David Phelps,4/8/2012,9148,David Phelps,SP,SP5
456034,David Price,P,DET,L,L,1985,54694,priceda01,David Price,1232130,David Price,SP,PRICE19850826A,28958,David Price,SP,3184,David Price,priceda01,8175,David Price,P,pricd001,David Price,9/14/2008,8175,David Price,SP,SP1
453515,David Purcey,P,CWS,L,L,1982,45607,purceda01,David Purcey,547431,David Purcey,SP,PURCEY19820422A,28972,David Purcey,RP,8360,David Purcey,purceda01,8189,David Purcey,P,purcd001,David Purcey,4/18/2008,8189,David Purcey,RP/SP,
502085,David Robertson,P,CWS,R,R,1985,57235,roberda08,David Robertson,1622557,David Robertson,RP,ROBERTSON19850409A,29172,David Robertson,RP,8241,David Robertson,roberda08,8287,David Robertson,P,robed002,David Robertson,6/29/2008,8287,David Robertson,RP,RP1
543716,David Rollins,P,SEA,L,L,1989,68434,,,2121438,David Rollins,RP,,33666,David Rollins,RP,,,,,,,,,,9908,David Rollins,RP,
424325,David Ross,C,CHC,R,R,1977,379,rossda01,David Ross,288982,David Ross,C,ROSS19770319A,5206,David Ross,C,1551,David Ross,rossda01,6956,David Ross,C,rossd001,David Ross,6/29/2002,6956,David Ross,C,C2
431151,David Wright,3B,NYM,R,R,1982,31514,wrighda03,David Wright,483349,David Wright,3B,WRIGHT19821220A,6035,David Wright,3B,3787,David Wright,wrighda03,7382,David Wright,3B,wrigd002,David Wright,7/21/2004,7382,David Wright,3B,
493364,Dayan Viciedo,RF,TOR,R,R,1989,55376,vicieda01,Dayan Viciedo,1655262,Dayan Viciedo,3B,VICIEDOcubaD01,30103,Dayan Viciedo,RF,3917,Dayan Viciedo,vicieda01,8398,Dayan Viciedo,RF,vicid001,Dayan Viciedo,6/20/2010,8398,Dayan Viciedo,RF/LF,
542883,Dean Anna,SS,STL,L,R,1986,58021,annade01,Dean Anna,1741372,Dean Anna,SS,ANNA19861124A,30851,Dean Anna,SS,8353,Dean Anna,annade01,9654,Dean Anna,SS,annad001,Dean Anna,4/4/2014,9654,Dean Anna,SS/2B,
543829,Dee Gordon,2B,MIA,L,R,1988,58880,gordode01,Dee Gordon,1667054,Dee Gordon,2B,STRANGEGO19880422A,30726,Dee Gordon,2B,8203,Dee Gordon,gordode01,8863,Dee Gordon,2B,gordd002,Dee Gordon,6/6/2011,8863,Dee Gordon,2B,2B1
592261,Delino DeShields,LF,TEX,R,R,1992,66975,deshide02,Delino DeShields,1762815,Delino DeShields,LF,,31360,Delino DeShields,LF,11379,Delino Deshields Jr.,,9574,Delino DeShields,CF,,,,9574,Delino DeShields,CF/2B,LF2
476454,Dellin Betances,P,NYY,R,R,1988,49775,betande01,Dellin Betances,1623765,Dellin Betances,RP,BETANCES19880323A,31122,Dellin Betances,RP,6216,Dellin Betances,betande01,9063,Dellin Betances,P,betad001,Dellin Betances,9/22/2011,9063,Dellin Betances,RP,RP2
430321,Delmon Young,RF,BAL,R,R,1985,45493,youngde03,Delmon Young,435069,Delmon Young,DH,YOUNG19850914A,6138,Delmon Young,DH,2140,Delmon Young,youngde03,7467,Delmon Young,LF,yound003,Delmon Young,8/29/2006,7467,Delmon Young,LF,RF2
452655,Denard Span,CF,WSH,L,L,1984,46626,spande01,Denard Span,549986,Denard Span,CF,SPAN19840227A,29087,Denard Span,CF,8347,Denard Span,spande01,8213,Denard Span,CF,spand001,Denard Span,4/6/2008,8213,Denard Span,CF,CF1
464426,Denis Phipps,RF,CIN,R,R,1985,52171,phippde01,Denis Phipps,1740991,Denis Phipps,RF,PHIPPS19850722A,,,,6968,Denis Phipps,phippde01,9283,Denis Phipps,OF,phipd001,Denis Phipps,9/3/2012,9283,Denis Phipps,RF,
518618,Derek Dietrich,2B,MIA,L,R,1989,65867,dietrde01,Derek Dietrich,2042435,Derek Dietrich,2B,DIETRICH19890718A,31784,Derek Dietrich,2B,10542,Derek Dietrich,dietrde01,9391,Derek Dietrich,2B,dietd001,Derek Dietrich,5/8/2013,9391,Derek Dietrich,2B,
502706,Derek Holland,P,TEX,S,L,1986,56468,hollade01,Derek Holland,1630081,Derek Holland,SP,HOLLAND19861009A,30148,Derek Holland,SP,4141,Derek Holland,hollade01,8406,Derek Holland,P,holld003,Derek Holland,4/22/2009,8406,Derek Holland,SP,
571882,Derek Law,P,SF,R,R,1990,70359,,,2114069,Derek Law,RP,,33139,Derek Law,RP,,,,,,,,,,,,,
519083,Derek Norris,C,SD,R,R,1989,57013,norride01,Derek Norris,1669888,Derek Norris,C,NORRIS19890214A,30608,Derek Norris,C,6867,Derek Norris,norride01,8876,Derek Norris,C,norrd001,Derek Norris,6/21/2012,8876,Derek Norris,C,C1
501961,Derrick Robinson,LF,CIN,S,L,1987,50064,robinde02,Derrick Robinson,1660454,Derrick Robinson,LF,ROBINSON19870928A,30119,Derrick Robinson,LF,2784,Derrick Robinson,robinde02,9359,Derrick Robinson,OF,robid002,Derrick Robinson,4/5/2013,9359,Derrick Robinson,LF,
457775,Desmond Jennings,LF,TB,R,R,1986,51994,jennide01,Desmond Jennings,1623772,Desmond Jennings,LF,JENNINGS19861030A,30493,Desmond Jennings,LF,1965,Desmond Jennings,jennide01,8651,Desmond Jennings,LF,jennd002,Desmond Jennings,9/1/2010,8651,Desmond Jennings,LF/CF,
445177,Deunte Heath,P,CWS,R,R,1985,53658,heathde01,Deunte Heath,1810104,Deunte Heath,RP,HEATH19850828A,31350,Deunte Heath,RP,7371,Deunte Heath,heathde01,9230,Deunte Heath,P,heatd001,Deunte Heath,9/1/2012,9230,Deunte Heath,RP,
519023,Devin Mesoraco,C,CIN,R,R,1988,56104,mesorde01,Devin Mesoraco,1660451,Devin Mesoraco,C,MESORACO19880619A,29950,Devin Mesoraco,C,5666,Devin Mesoraco,mesorde01,8851,Devin Mesoraco,C,mesod001,Devin Mesoraco,9/3/2011,8851,Devin Mesoraco,C,C1
581527,Devon Travis,2B,TOR,R,R,1991,100193,travide01,Devon Travis,2049815,Devon Travis,2B,,32938,Devon Travis,2B,13862,Devon Travis,,9572,Devon Travis,2B,,,,9572,Devon Travis,2B,2B1
276547,Dewayne Wise,CF,CWS,L,L,1978,1023,wisede01,Dewayne Wise,174760,Dewayne Wise,OF,WISE19780224A,,,,1554,DeWayne Wise,wisede01,6442,Dewayne Wise,OF,wised001,Dewayne Wise,4/6/2000,6442,Dewayne Wise,CF,
451594,Dexter Fowler,CF,CHC,S,R,1986,47493,fowlede01,Dexter Fowler,1208709,Dexter Fowler,CF,FOWLER19860322A,29252,Dexter Fowler,CF,4062,Dexter Fowler,fowlede01,8370,Dexter Fowler,CF,fowld001,Dexter Fowler,9/2/2008,8370,Dexter Fowler,CF,CF1
661281,Dian Toscano,LF,ATL,L,L,1989,105429,,,2167055,Dian Toscano,LF,,33706,Dian Toscano,LF,17199,Dian Toscano,,,,,,,,,,,
544369,Didi Gregorius,SS,NYY,L,R,1990,58809,gregodi01,Didi Gregorius,1810724,Didi Gregorius,SS,GREGORIUS19900218A,31376,Didi Gregorius,SS,6012,Didi Gregorius,gregodi01,9282,Didi Gregorius,SS,gregd001,Didi Gregorius,9/5/2012,9282,Didi Gregorius,SS,SS1
518716,Dillon Gee,P,NYM,R,R,1986,56334,geedi01,Dillon Gee,1661428,Dillon Gee,SP,GEE19860428A,30139,Dillon Gee,SP,7396,Dillon Gee,geedi01,8816,Dillon Gee,P,gee-d001,Dillon Gee,9/7/2010,8816,Dillon Gee,SP,
599096,Dilson Herrera,2B,NYM,R,R,1994,69012,herredi01,Dilson Herrera,2118134,Dilson Herrera,2B,,33091,Dilson Herrera,2B,14335,Dilson Herrera,herredi01,9800,Dilson Herrera,2B,herrd002,Dilson Herrera,8/29/2014,9800,Dilson Herrera,2B/SS,2B3
425900,Dioner Navarro,DH,TOR,S,R,1984,40216,navardi01,Dioner Navarro,387245,Dioner Navarro,DH,NAVARRO19840209A,5902,Dioner Navarro,C,3179,Dioner Navarro,navardi01,7276,Dioner Navarro,C,navad001,Dioner Navarro,9/7/2004,7276,Dioner Navarro,C,
553988,Dixon Machado,SS,DET,R,R,1992,66105,,,1804067,Dixon Machado,SS,,31188,Dixon Machado,SS,,,,,,,,,,,,,
518934,DJ LeMahieu,2B,COL,R,R,1988,59339,lemahdj01,DJ LeMahieu,1740958,DJ LeMahieu,2B,LEMAHIEU19880713A,30765,DJ LeMahieu,2B,9874,DJ LeMahieu,lemahdj01,8949,DJ LeMahieu,2B,lemad001,DJ LeMahieu,5/30/2011,8949,DJ LeMahieu,2B/3B,2B1
593334,Domingo German,P,NYY,R,R,1992,67182,,,2167483,Domingo German,SP,,,,,,,,,,,,,,,,,
570267,Domingo Santana,LF,HOU,R,R,1992,60423,santado01,Domingo Santana,1958810,Domingo Santana,LF,SANTANA19920805A,31931,Domingo Santana,LF,10348,Domingo Santana,santado01,9753,Domingo Santana,LF,santd002,Domingo Santana,7/1/2014,9753,Domingo Santana,LF,
608678,Dominic Leone,P,SEA,R,R,1991,100305,leonedo01,Dominic Leone,2117118,Dominic Leone,RP,,33155,Dominic Leone,RP,13763,Dominic Leone,leonedo01,9666,Dominic Leone,P,leond003,Dominic Leone,4/6/2014,9666,Dominic Leone,RP,
502126,Domonic Brown,LF,PHI,L,L,1987,50138,browndo01,Domonic Brown,1597678,Domonic Brown,LF,BROWN19870903A,29673,Domonic Brown,LF,3154,Domonic Brown,browndo01,8644,Domonic Brown,LF,browd004,Domonic Brown,7/28/2010,8644,Domonic Brown,LF,RF4
430603,Don Kelly,3B,MIA,L,R,1980,37860,kellydo01,Don Kelly,448411,Don Kelly,3B,KELLY19800215A,28730,Don Kelly,LF,2216,Don Kelly,kellydo01,7998,Don Kelly,3B,kelld001,Don Kelly,4/2/2007,7998,Don Kelly,3B/RF,
544371,Donald Lutz,1B,CIN,L,R,1989,58850,lutzdo01,Donald Lutz,1915313,Donald Lutz,LF,LUTZ19890206A,32084,Donald Lutz,LF,10154,Donald Lutz,lutzdo01,9384,Donald Lutz,1B,lutzd001,Donald Lutz,4/29/2013,9384,Donald Lutz,1B/LF,
543698,Donn Roach,P,CHC,R,R,1989,65987,roachdo01,Donn Roach,1811746,Donn Roach,RP,ROACH19891214A,31407,Donn Roach,RP,10620,Donn Roach,roachdo01,9662,Donn Roach,P,roacd001,Donn Roach,4/2/2014,9662,Donn Roach,RP,
548348,Donnie Joseph,P,MIA,L,L,1987,60416,josepdo01,Donnie Joseph,1797886,Donnie Joseph,RP,JOSEPH19871101A,31030,Donnie Joseph,RP,6491,Donnie Joseph,josepdo01,9460,Donnie Joseph,P,josed001,Donnie Joseph,7/11/2013,9460,Donnie Joseph,RP,
430906,Donnie Murphy,2B,TEX,R,R,1983,40112,murphdo01,Donnie Murphy,393372,Donnie Murphy,SS,MURPHY19830310A,6130,Donnie Murphy,2B,4704,Donnie Murphy,murphdo01,7459,Donnie Murphy,2B,murpd004,Donnie Murphy,9/18/2004,7459,Donnie Murphy,2B/SS,
453264,Donnie Veal,P,ATL,L,L,1984,49122,vealdo01,Donnie Veal,1179745,Donnie Veal,RP,VEAL19840918A,30142,Donnie Veal,RP,4741,Donnie Veal,vealdo01,8434,Donnie Veal,P,veald001,Donnie Veal,4/7/2009,8434,Donnie Veal,RP,
518764,Donovan Hand,P,MIL,R,R,1986,57222,handdo01,Donovan Hand,1804108,Donovan Hand,RP,HAND19860420A,31185,Donovan Hand,RP,8728,Donovan Hand,handdo01,9407,Donovan Hand,P,handd001,Donovan Hand,5/26/2013,9407,Donovan Hand,RP,
456781,Donovan Solano,3B,MIA,R,R,1987,48772,solando01,Donovan Solano,1666544,Donovan Solano,3B,SOLANO19871217A,29703,Donovan Solano,3B,8623,Donovan Solano,solando01,9190,Donovan Solano,2B,solad001,Donovan Solano,5/21/2012,9190,Dónovan Solano,2B,2B2
448674,Doug Bernier,SS,MIN,R,R,1980,32724,bernido01,Doug Bernier,393544,Doug Bernier,3B,BERNIER19800624A,29159,Doug Bernier,3B,4518,Doug Bernier,bernido01,8274,Doug Bernier,2B,bernd001,Doug Bernier,6/17/2008,8274,Doug Bernier,2B,SS3
450729,Doug Fister,P,WSH,L,R,1984,52353,fistedo01,Doug Fister,1699360,Doug Fister,SP,FISTER19840204A,30370,Doug Fister,SP,9425,Doug Fister,fistedo01,8554,Doug Fister,P,fistd001,Doug Fister,8/8/2009,8554,Doug Fister,SP,
518493,Drake Britton,P,CHC,L,L,1989,58100,brittdr01,Drake Britton,1804447,Drake Britton,RP,BRITTON19890522A,31257,Drake Britton,RP,2868,Drake Britton,brittdr01,9463,Drake Britton,P,britd001,Drake Britton,7/20/2013,9463,Drake Britton,RP,
460077,Drew Butera,C,KC,R,R,1983,47155,buterdr01,Drew Butera,593268,Drew Butera,C,BUTERA19830809A,29436,Drew Butera,C,3411,Drew Butera,buterdr01,8696,Drew Butera,C,buted001,Drew Butera,4/9/2010,8696,Drew Butera,C,C2
502165,Drew Carpenter,P,TOR,R,R,1985,50164,carpean01,Drew Carpenter,1638973,Andrew J. Carpenter,RP,CARPENTER19850518A,,,,9533,Andrew Carpenter,carpean01,8335,Drew Carpenter,P,carpa001,Andrew Carpenter,8/27/2008,8335,Drew Carpenter,RP,
571800,Drew Hutchison,P,TOR,L,R,1990,66556,hutchdr01,Drew Hutchison,1812898,Drew Hutchison,SP,HUTCHISON19900822A,31462,Drew Hutchison,SP,10732,Drew Hutchison,hutchdr01,9158,Drew Hutchison,P,hutcd001,Drew Hutchison,4/21/2012,9158,Drew Hutchison,SP,SP1
519141,Drew Pomeranz,P,OAK,R,L,1988,68404,pomerdr01,Drew Pomeranz,1765810,Drew Pomeranz,SP,POMERANZ19881122A,31010,Drew Pomeranz,SP,11426,Drew Pomeranz,pomerdr01,9068,Drew Pomeranz,P,pomed001,Drew Pomeranz,9/11/2011,9068,Drew Pomeranz,SP/RP,SP5
607968,Drew Rucinski,P,LAA,R,R,1988,70168,rucindr01,Drew Rucinski,2136146,Drew Rucinski,RP,,33619,Drew Rucinski,RP,12499,Drew Rucinski,rucindr01,9763,Drew Rucinski,P,rucid001,Drew Rucinski,7/10/2014,9763,Drew Rucinski,RP,
592767,Drew Smyly,P,TB,L,L,1989,68688,smylydr01,Drew Smyly,1840445,Drew Smyly,SP,SMYLY19890613A,31816,Drew Smyly,SP,11760,Drew Smyly,smylydr01,9140,Drew Smyly,P,smyld001,Drew Smyly,4/12/2012,9140,Drew Smyly,SP,
519322,Drew Storen,P,WSH,S,R,1987,59345,storedr01,Drew Storen,1724102,Drew Storen,RP,STOREN19870801A,30534,Drew Storen,RP,6983,Drew Storen,storedr01,8618,Drew Storen,P,stord001,Drew Storen,5/17/2010,8618,Drew Storen,RP,RP1
453211,Drew Stubbs,CF,COL,R,R,1984,51938,stubbdr01,Drew Stubbs,1114754,Drew Stubbs,CF,STUBBS19841004A,29611,Drew Stubbs,CF,9328,Drew Stubbs,stubbdr01,8528,Drew Stubbs,CF,stubd001,Drew Stubbs,8/19/2009,8528,Drew Stubbs,CF/RF,CF2
572403,Drew VerHagen,P,DET,R,R,1990,100188,verhadr01,Drew VerHagen,2113508,Drew VerHagen,SP,,33121,Drew VerHagen,SP,13424,Drew VerHagen,verhadr01,9767,Drew VerHagen,P,verhd001,Drew VerHagen,7/19/2014,9767,Drew VerHagen,SP,
502102,Duane Below,P,MIA,L,L,1985,50127,belowdu01,Duane Below,1784663,Duane Below,RP,BELOW19851115A,,,,3124,Duane Below,belowdu01,8993,Duane Below,P,belod001,Duane Below,7/20/2011,8993,Duane Below,RP,
444992,Duke Welker,P,PIT,L,R,1986,55418,welkedu01,Duke Welker,1915131,Duke Welker,RP,WELKER19860210A,32652,Duke Welker,RP,792,Duke Welker,welkedu01,9390,Duke Welker,P,welkd001,Duke Welker,6/23/2013,9390,Duke Welker,RP,
554429,Dustin Ackley,LF,SEA,L,R,1988,61057,ackledu01,Dustin Ackley,1699742,Dustin Ackley,LF,ACKLEY19880226A,30372,Dustin Ackley,LF,10099,Dustin Ackley,ackledu01,8648,Dustin Ackley,LF,ackld001,Dustin Ackley,6/17/2011,8648,Dustin Ackley,LF/CF,LF1
430661,Dustin McGowan,P,PHI,R,R,1982,31635,mcgowdu01,Dustin McGowan,223562,Dustin McGowan,RP,MCGOWAN19820324A,5919,Dustin McGowan,RP,8600,Dustin McGowan,mcgowdu01,7294,Dustin McGowan,P,mcgod001,Dustin McGowan,7/30/2005,7294,Dustin McGowan,RP/SP,
400291,Dustin Moseley,P,SD,R,R,1981,31571,moseldu01,Dustin Moseley,223487,Dustin Moseley,SP,MOSELEY19811226A,,,,7060,Dustin Moseley,moseldu01,7507,Dustin Moseley,P,mosed001,Dustin Moseley,7/17/2006,,,,
456030,Dustin Pedroia,2B,BOS,R,R,1983,45464,pedrodu01,Dustin Pedroia,547429,Dustin Pedroia,2B,PEDROIA19830817A,6393,Dustin Pedroia,2B,8370,Dustin Pedroia,pedrodu01,7631,Dustin Pedroia,2B,pedrd001,Dustin Pedroia,8/22/2006,7631,Dustin Pedroia,2B,2B1
518420,Dylan Axelrod,P,CIN,R,R,1985,55929,axelrdy01,Dylan Axelrod,1600752,Dylan Axelrod,SP,AXELROD19850730A,29727,Dylan Axelrod,SP,9303,Dylan Axelrod,axelrdy01,9060,Dylan Axelrod,P,axeld001,Dylan Axelrod,9/7/2011,9060,Dylan Axelrod,SP/RP,
605164,Dylan Bundy,P,BAL,S,R,1992,70753,bundydy01,Dylan Bundy,1894623,Dylan Bundy,SP,BUNDY19921115A,32094,Dylan Bundy,SP,12917,Dylan Bundy,bundydy01,9125,Dylan Bundy,P,bundd001,Dylan Bundy,9/23/2012,9125,Dylan Bundy,RP,
446225,Ed Easley,C,STL,R,R,1985,56211,,,1531177,Ed Easley,C,,29789,Ed Easley,C,,,,,,,,,,9923,Ed Easley,C,
448296,Ed Lucas,2B,TEX,R,R,1982,48159,lucased01,Ed Lucas,1741052,Ed Lucas,2B,LUCAS19810521A,30818,Ed Lucas,2B,7532,Ed Lucas,lucased01,9412,Ed Lucas,2B,lucae001,Ed Lucas,5/30/2013,9412,Ed Lucas,2B/SS,
572750,Eddie Butler,P,COL,R,R,1991,99938,butleed01,Eddie Butler,2044496,Eddie Butler,SP,,32831,Eddie Butler,SP,13453,Eddie Butler,butleed01,9566,Eddie Butler,P,butle001,Eddie Butler,6/6/2014,9566,Eddie Butler,SP,SP4
543195,Eddie Gamboa,P,BAL,R,R,1984,57874,,,2068027,Eddie Gamboa,SP,,33097,Eddie Gamboa,SP,,,,9849,Eddie Gamboa,P,,,,9849,Eddie Gamboa,SP,
592696,Eddie Rosario,CF,MIN,L,R,1991,67098,rosared01,Eddie Rosario,1910546,Eddie Rosario,LF,,31944,Eddie Rosario,LF,12155,Eddie Rosario,,9591,Eddie Rosario,CF,,,,9591,Eddie Rosario,CF,LF2
453256,Eddy Rodriguez,C,SD,R,R,1985,51953,rodried04,Eddy Rodriguez,1603042,Eddy Rodriguez,C,RODRIGUEZ19851201A,,,,6870,Eddy Rodriguez,rodried04,9252,Eddy Rodriguez,C,rodre003,Eddy Rodriguez,8/2/2012,9252,Eddy Rodriguez,C,
429440,Edgar Gonzalez,P,HOU,R,R,1983,31424,gonzaed01,Edgar Gonzalez,399110,Edgar Gonzalez,RP,GONZALEZ19830223A,5498,Edgar Gonzalez,RP,1727,Edgar Gonzalez,gonzaed01,7149,Edgar Gonzalez,P,gonze001,Edgar Gonzalez,6/1/2003,7149,Édgar González,RP/SP,
543607,Edgar Olmos,P,SEA,L,L,1990,58510,olmosed01,Edgar Olmos,2027447,Edgar Olmos,RP,OLMOS19900412A,31831,Edgar Olmos,RP,10174,Edgar Olmos,olmosed01,9421,Edgar Olmos,P,olmoe001,Edgar Olmos,6/3/2013,9421,Édgar Olmos,RP,
