mlb_id,mlb_name,mlb_pos,mlb_team,bats,throws,birth_year,bp_id,bref_id,bref_name,cbs_id,cbs_name,cbs_position,davenport_id,espn_id,espn_name,espn_pos,fg_id,fg_name,lahman_id,nfbc_id,nfbc_name,nfbc_pos,retrosheet_id,retrosheet_name,debut,yahoo_id,yahoo_name,yahoo_pos,mlb_depth
592091,A.J. Achter,P,MIN,R,R,1988,66919,achteaj01,A.J. Achter,2146207,A.J. Achter,RP,,33637,A.J. Achter,RP,11387,A.J. Achter,achteaj01,9824,A.J. Achter,P,achta001,A.J. Achter,9/3/2014,9824,A.J. Achter,RP,
150359,A.J. Burnett,P,PIT,R,R,1977,493,burnea.01,A.J. Burnett,21508,A.J. Burnett,SP,BURNETT19770103A,4153,A.J. Burnett,SP,512,A.J. Burnett,burneaj01,6314,A.J. Burnett,P,burna001,A.J. Burnett,8/17/1999,6314,A.J. Burnett,SP,SP3
595918,A.J. Cole,P,WSH,R,R,1992,68086,coleaj01,A.J. Cole,1839916,A.J. Cole,SP,,31595,A.J. Cole,SP,11467,A.J. Cole,,9638,A.J. Cole,P,,,,9638,A.J. Cole,SP,SP5
454560,A.J. Ellis,C,LAD,R,R,1981,47564,ellisaj01,A.J. Ellis,1104367,A.J. Ellis,C,ELLIS19810409A,29258,A.J. Ellis,C,5677,A.J. Ellis,ellisaj01,8373,A.J. Ellis,C,ellia001,A.J. Ellis,9/15/2008,8373,A.J. Ellis,C,C2
456167,A.J. Griffin,P,OAK,R,R,1988,65757,griffaj01,A.J. Griffin,1974327,A.J. Griffin,SP,GRIFFIN19880128A,32559,A.J. Griffin,SP,11132,A.J. Griffin,griffaj01,9220,A.J. Griffin,P,grifa002,A.J. Griffin,6/24/2012,9220,A.J. Griffin,SP,
543362,A.J. Jimenez,C,TOR,R,R,1990,58320,,,1798970,A.J. Jimenez,C,JIMENEZ19900501A,31050,A.J. Jimenez,C,sa454887,A.J. Jimenez,,,,,,,,,,,
150229,A.J. Pierzynski,C,ATL,L,R,1976,1501,pierza.01,A.J. Pierzynski,18720,A.J. Pierzynski,C,PIERZYNSK19761230A,3948,A.J. Pierzynski,C,746,A.J. Pierzynski,pierzaj01,6109,A.J. Pierzynski,C,piera001,A.J. Pierzynski,9/9/1998,6109,A.J. Pierzynski,C,C1
572041,A.J. Pollock,CF,ARI,R,R,1987,60932,polloaj01,A.J. Pollock,1740992,A.J. Pollock,CF,POLLOCK19871205A,30699,A.J. Pollock,CF,9256,A.J. Pollock,polloaj01,9157,A.J. Pollock,CF,polla001,A.J. Pollock,4/18/2012,9157,A.J. Pollock,CF,CF1
573109,A.J. Ramos,P,MIA,R,R,1986,60504,ramosaj01,A.J. Ramos,1945284,A.J. Ramos,RP,RAMOS19860920A,32104,A.J. Ramos,RP,8350,A.J. Ramos,ramosaj01,9298,A.J. Ramos,P,ramoa001,A.J. Ramos,9/4/2012,9298,A.J. Ramos,RP,RP2
519263,A.J. Schugel,P,ARI,R,R,1989,65910,schugaj01,A.J. Schugel,1953535,A.J. Schugel,RP,,32202,A.J. Schugel,RP,11432,Andrew Schugel,,9927,A.J. Schugel,P,,,,9927,A.J. Schugel,RP,
571437,Aaron Altherr,CF,PHI,R,R,1991,59584,altheaa01,Aaron Altherr,2107840,Aaron Altherr,LF,ALTHERR19910114A,31738,Aaron Altherr,LF,11270,Aaron Altherr,altheaa01,9734,Aaron Altherr,LF,altha001,Aaron Altherr,6/16/2014,9734,Aaron Altherr,LF,
502578,Aaron Barrett,P,WSH,R,R,1988,65829,barreaa01,Aaron Barrett,2052550,Aaron Barrett,RP,BARRETT19880102A,33005,Aaron Barrett,RP,11243,Aaron Barrett,barreaa01,9650,Aaron Barrett,P,barra001,Aaron Barrett,3/31/2014,9650,Aaron Barrett,RP,RP4
605156,Aaron Brooks,P,KC,R,R,1990,69523,brookaa01,Aaron Brooks,2113510,Aaron Brooks,RP,,33124,Aaron Brooks,RP,12272,Aaron Brooks,brookaa01,9668,Aaron Brooks,P,brooa001,Aaron Brooks,5/3/2014,9668,Aarón Brooks,RP,RP8
543070,Aaron Crow,P,MIA,R,R,1986,61058,crowaa01,Aaron Crow,1707904,Aaron Crow,RP,CROW19861111A,30495,Aaron Crow,RP,10149,Aaron Crow,crowaa01,8662,Aaron Crow,P,crowa001,Aaron Crow,3/31/2011,8662,Aaron Crow,RP,
488811,Aaron Cunningham,RF,CHC,R,R,1986,49302,cunniaa01,Aaron Cunningham,1208650,Aaron Cunningham,LF,CUNNINGHA19860424A,,,,4087,Aaron Cunningham,cunniaa01,8186,Aaron Cunningham,OF,cunna001,Aaron Cunningham,8/31/2008,8186,Aaron Cunningham,LF,
421685,Aaron Harang,P,PHI,R,R,1978,932,haranaa01,Aaron Harang,306411,Aaron Harang,SP,HARANG19780509A,5181,Aaron Harang,SP,1451,Aaron Harang,haranaa01,6936,Aaron Harang,P,haraa001,Aaron Harang,5/25/2002,6936,Aaron Harang,SP,SP2
543305,Aaron Hicks,CF,MIN,S,R,1989,57967,hicksaa01,Aaron Hicks,1669559,Aaron Hicks,CF,HICKS19891002A,31253,Aaron Hicks,CF,5297,Aaron Hicks,hicksaa01,9325,Aaron Hicks,CF,hicka001,Aaron Hicks,4/1/2013,9325,Aaron Hicks,CF,CF1
431094,Aaron Hill,3B,ARI,R,R,1982,45430,hillaa01,Aaron Hill,484952,Aaron Hill,3B,HILL19820321A,6190,Aaron Hill,3B,6104,Aaron Hill,hillaa01,7483,Aaron Hill,2B,hilla001,Aaron Hill,5/20/2005,7483,Aaron Hill,2B/3B,2B2
444836,Aaron Laffey,P,BAL,L,L,1985,46279,laffeaa01,Aaron Laffey,1200054,Aaron Laffey,SP,LAFFEY19850415A,,,,6248,Aaron Laffey,laffeaa01,8075,Aaron Laffey,P,laffa001,Aaron Laffey,8/4/2007,8075,Aaron Laffey,SP/RP,
571901,Aaron Loup,P,TOR,L,L,1987,60619,loupaa01,Aaron Loup,1960798,Aaron Loup,RP,LOUP19871219A,32397,Aaron Loup,RP,10343,Aaron Loup,loupaa01,9236,Aaron Loup,P,loupa001,Aaron Loup,7/14/2012,9236,Aaron Loup,RP,RP3
519145,Aaron Poreda,P,TEX,L,L,1986,57147,poredaa01,Aaron Poreda,1629160,Aaron Poreda,SP,POREDA19861001A,30009,Aaron Poreda,RP,4313,Aaron Poreda,poredaa01,8391,Aaron Poreda,P,porea001,Aaron Poreda,6/12/2009,8391,Aaron Poreda,RP,
592717,Aaron Sanchez,P,TOR,R,R,1992,67107,sanchaa01,Aaron Sanchez,1757987,Aaron Sanchez,SP,,31254,Aaron Sanchez,SP,11490,Aaron Sanchez,sanchaa01,9635,Aaron Sanchez,P,sanca006,Aaron Sanchez,7/23/2014,9635,Aarón Sánchez,SP/RP,SP5
457744,Aaron Thompson,P,MIN,L,L,1987,49018,thompaa01,Aaron Thompson,1199460,Aaron Thompson,RP,THOMPSON19870228A,29775,Aaron Thompson,RP,999,Aaron Thompson,thompaa01,9025,Aaron Thompson,P,thoma003,Aaron Thompson,8/24/2011,9025,Aaron Thompson,RP,RP5
501659,Abraham Almonte,CF,SD,S,R,1989,50910,almonab01,Abraham Almonte,1813191,Abraham Almonte,CF,ALMONTE19890627A,31474,Abraham Almonte,CF,5486,Abraham Almonte,almonab01,9506,Abraham Almonte,CF,almoa001,Abraham Almonte,8/30/2013,9506,Abraham Almonte,CF,
543045,Adam Conley,P,MIA,L,L,1990,70300,,,2042428,Adam Conley,SP,,32669,Adam Conley,SP,,,,,,,,,,,,,
594807,Adam Duvall,1B,SF,R,R,1988,67744,duvalad01,Adam Duvall,2042091,Adam Duvall,1B,DUVALL19880904A,32664,Adam Duvall,1B,10950,Adam Duvall,duvalad01,9747,Adam Duvall,1B,duvaa001,Adam Duvall,6/26/2014,9747,Adam Duvall,1B,
594809,Adam Eaton,CF,CWS,L,L,1988,67746,eatonad02,Adam Eaton,1808563,Adam Eaton,CF,EATON19881206A,32068,Adam Eaton,CF,11205,Adam Eaton,eatonad02,9302,Adam Eaton,CF,eatoa002,Adam Eaton,9/4/2012,9302,Adam Eaton,CF,CF1
430945,Adam Jones,CF,BAL,R,R,1985,45435,jonesad01,Adam Jones,479388,Adam Jones,CF,JONES19850801A,28513,Adam Jones,CF,6368,Adam Jones,jonesad01,7812,Adam Jones,CF,jonea003,Adam Jones,7/14/2006,7812,Adam Jones,CF,CF1
150456,Adam Kennedy,2B,LAD,L,R,1976,884,kennead01,Adam Kennedy,26039,Adam Kennedy,1B,KENNEDY19760110A,,,,19,Adam Kennedy,kennead01,6318,Adam Kennedy,3B,kenna001,Adam Kennedy,8/21/1999,,,,
425560,Adam LaRoche,DH,CWS,L,L,1979,31351,larocad01,Adam LaRoche,390776,Adam LaRoche,DH,LAROCHE19791106A,5879,Adam LaRoche,DH,1904,Adam LaRoche,larocad01,7253,Adam LaRoche,1B,laroa001,Adam LaRoche,4/7/2004,7253,Adam LaRoche,1B,DH1
571893,Adam Liberatore,P,LAD,L,L,1987,66565,liberad01,Adam Liberatore,2036145,Adam Liberatore,RP,,32622,Adam Liberatore,RP,10637,Adam Liberatore,,9936,Adam Liberatore,P,,,,9936,Adam Liberatore,RP,RP8
452252,Adam Lind,1B,MIL,L,L,1983,48037,lindad01,Adam Lind,547682,Adam Lind,1B,LIND19830717A,28579,Adam Lind,1B,8027,Adam Lind,lindad01,7859,Adam Lind,1B,linda001,Adam Lind,9/2/2006,7859,Adam Lind,1B,1B1
446192,Adam Moore,C,SD,R,R,1984,52441,mooread01,Adam Moore,1225742,Adam Moore,C,MOORE19840508A,29491,Adam Moore,C,9362,Adam Moore,mooread01,8597,Adam Moore,C,moora001,Adam Moore,9/17/2009,8597,Adam Moore,C,
605388,Adam Morgan,P,PHI,L,L,1990,70472,,,2039892,Adam Morgan,SP,,32636,Adam Morgan,SP,,,,,,,,,,,,,
493603,Adam Ottavino,P,COL,S,R,1985,51434,ottavad01,Adam Ottavino,1537191,Adam Ottavino,RP,OTTAVINO19851122A,29705,Adam Ottavino,RP,1247,Adam Ottavino,ottavad01,8736,Adam Ottavino,P,ottaa001,Adam Ottavino,5/29/2010,8736,Adam Ottavino,RP,
489267,Adam Rosales,1B,TEX,R,R,1983,49545,rosalad01,Adam Rosales,1102977,Adam Rosales,2B,ROSALES19830520A,29206,Adam Rosales,2B,9682,Adam Rosales,rosalad01,8320,Adam Rosales,3B,rosaa001,Adam Rosales,8/9/2008,8320,Adam Rosales,3B/1B,2B2
425794,Adam Wainwright,P,STL,R,R,1981,31361,wainwad01,Adam Wainwright,389743,Adam Wainwright,SP,WAINWRIGH19810830A,5403,Adam Wainwright,SP,2233,Adam Wainwright,wainwad01,7048,Adam Wainwright,P,waina001,Adam Wainwright,9/11/2005,7048,Adam Wainwright,SP,
476589,Adam Warren,P,NYY,R,R,1987,60759,warread01,Adam Warren,1800946,Adam Warren,SP,WARREN19870825A,31101,Adam Warren,SP,9029,Adam Warren,warread01,9224,Adam Warren,P,warra001,Adam Warren,6/29/2012,9224,Adam Warren,RP,SP4
573244,Adam Wilk,P,LAA,L,L,1987,60566,wilkad01,Adam Wilk,1794305,Adam Wilk,RP,WILK19871209A,31135,Adam Wilk,RP,8421,Adam Wilk,wilkad01,8940,Adam Wilk,P,wilka001,Adam Wilk,5/26/2011,8940,Adam Wilk,RP/SP,
592665,Addison Reed,P,ARI,L,R,1988,67085,reedad01,Addison Reed,1813264,Addison Reed,RP,REED19881227A,31493,Addison Reed,RP,10586,Addison Reed,reedad01,9053,Addison Reed,P,reeda001,Addison Reed,9/4/2011,9053,Addison Reed,RP,RP1
608365,Addison Russell,2B,CHC,R,R,1994,70633,russead02,Addison Russell,2000032,Addison Russell,2B,,32656,Addison Russell,2B,14106,Addison Russell,,9604,Addison Russell,SS,,,,9604,Addison Russell,SS/2B,2B1
588751,Adeiny Hechavarria,SS,MIA,R,R,1989,66810,hechaad01,Adeiny Hechavarria,1744722,Adeiny Hechavarria,SS,HECHAVARR19890415A,31049,Adeiny Hechavarria,SS,10459,Adeiny Hechavarria,hechaad01,9259,Adeiny Hechavarria,SS,hecha001,Adeiny Hechavarria,8/4/2012,9259,Adeiny Hechavarria,SS/3B,SS1
611177,Adonis Garcia,3B,ATL,R,R,1985,100357,,,2040763,Adonis Garcia,RF,,33080,Adonis Garcia,RF,13777,Adonis Garcia,,9966,Adonis Garcia,3B,,,5/19/2015,9966,Adonis Garcia,3B/LF,
134181,Adrian Beltre,3B,TEX,R,R,1979,340,beltrad01,Adrian Beltre,11491,Adrian Beltre,3B,BELTRE19790407A,3878,Adrian Beltre,3B,639,Adrian Beltre,beltrad01,6039,Adrian Beltre,3B,belta001,Adrian Beltre,6/24/1998,6039,Adrián Béltre,3B,3B1
408236,Adrian Gonzalez,1B,LAD,L,L,1982,31485,gonzaad01,Adrian Gonzalez,288903,Adrian Gonzalez,1B,GONZALEZ19820508A,5405,Adrian Gonzalez,1B,1908,Adrian Gonzalez,gonzaad01,7054,Adrian Gonzalez,1B,gonza003,Adrian Gonzalez,4/18/2004,7054,Adrián González,1B,1B1
543589,Adrian Nieto,C,CWS,S,R,1989,58494,nietoad01,Adrian Nieto,2052553,Adrian Nieto,C,NIETO19891112A,33007,Adrian Nieto,C,10294,Adrian Nieto,nietoad01,9647,Adrian Nieto,C,nieta001,Adrian Nieto,4/2/2014,9647,Adrián Nieto,C,
518545,Adron Chambers,OF,HOU,L,L,1986,55708,chambad01,Adron Chambers,1741047,Adron Chambers,CF,CHAMBERS19861008A,30811,Adron Chambers,LF,7995,Adron Chambers,chambad01,9070,Adron Chambers,OF,chama002,Adron Chambers,9/6/2011,9070,Adron Chambers,CF/LF,
592570,Akeel Morris,P,NYM,R,R,1992,67057,,,2159739,Akeel Morris,RP,,33649,Akeel Morris,RP,,,,,,,,,,,,,
456379,Al Alburquerque,P,DET,R,R,1986,52489,albural01,Al Alburquerque,1725468,Al Alburquerque,RP,ALBURQUER19860610A,30494,Al Alburquerque,RP,6324,Al Alburquerque,albural01,8843,Al Alburquerque,P,albua001,Al Alburquerque,4/15/2011,8843,Al Alburquerque,RP,RP3
405395,Albert Pujols,1B,LAA,R,R,1980,204,pujolal01,Albert Pujols,223571,Albert Pujols,1B,PUJOLS19800116A,4574,Albert Pujols,1B,1177,Albert Pujols,pujolal01,6619,Albert Pujols,1B,pujoa001,Albert Pujols,4/2/2001,6619,Albert Pujols,1B,1B1
501227,Alberto Cabrera,P,CHC,R,R,1988,51738,cabreal03,Alberto Cabrera,1784685,Alberto Cabrera,RP,CABRERA19881025A,31108,Alberto Cabrera,RP,8352,Alberto Cabrera,cabreal03,9253,Alberto Cabrera,P,cabra003,Alberto Cabrera,8/1/2012,9253,Alberto Cabrera,RP,
430948,Alberto Callaspo,3B,ATL,S,R,1983,33433,callaal01,Alberto Callaspo,479166,Alberto Callaspo,3B,CALLASPO19830419A,28541,Alberto Callaspo,3B,3336,Alberto Callaspo,callaal01,7832,Alberto Callaspo,3B,calla001,Alberto Callaspo,8/6/2006,7832,Alberto Callaspo,3B/2B,3B1
471868,Alberto Gonzalez,SS,NYY,R,R,1983,47675,gonzaal03,Alberto Gonzalez,1103849,Alberto Gonzalez,SS,GONZALEZ19830418A,,,,4906,Alberto Gonzalez,gonzaal03,8111,Alberto Gonzalez,2B,gonza005,Alberto Gonzalez,9/1/2007,8111,Alberto González,2B/3B,
444876,Alcides Escobar,SS,KC,R,R,1986,47625,escobal02,Alcides Escobar,547241,Alcides Escobar,SS,ESCOBAR19861216A,29229,Alcides Escobar,SS,6310,Alcides Escobar,escobal02,8344,Alcides Escobar,SS,escoa003,Alcides Escobar,9/3/2008,8344,Alcides Escobar,SS,SS1
649557,Aledmys Diaz,SS,STL,R,R,1990,34706,,,2119877,Aledmys Diaz,SS,,33390,Aledmys Diaz,SS,,,,,,,,,,,,,
457477,Alejandro De Aza,LF,BAL,L,L,1984,45858,deazaal01,Alejandro De Aza,1104254,Alejandro De Aza,LF,DEAZA19840411A,28728,Alejandro De Aza,LF,3371,Alejandro De Aza,deazaal01,7996,Alejandro De Aza,LF,deaza001,Alejandro de Aza,4/2/2007,7996,Alejandro De Aza,LF/CF,LF1
593700,Alen Hanson,SS,PIT,S,R,1992,67472,,,1992535,Alen Hanson,SS,HANSON19921022A,32560,Alen Hanson,SS,sa547735,Alen Hanson,,9611,Alen Hanson,SS,,,,9611,Alen Hanson,SS,
488671,Alex Avila,C,DET,L,R,1987,58899,avilaal01,Alex Avila,1660422,Alex Avila,C,AVILA19870129A,30115,Alex Avila,C,7476,Alex Avila,avilaal01,8550,Alex Avila,C,avila001,Alex Avila,8/6/2009,8550,Álex Ávila,C,
488751,Alex Burnett,P,CHC,R,R,1987,49272,burneal01,Alex Burnett,1670990,Alex Burnett,RP,BURNETT19870726A,,,,4065,Alex Burnett,burneal01,8698,Alex Burnett,P,burna002,Alex Burnett,4/8/2010,8698,Alex Burnett,RP,
543008,Alex Castellanos,RF,SD,R,R,1986,58239,casteal01,Alex Castellanos,1810665,Alex Castellanos,LF,CASTELLAN19860804A,31372,Alex Castellanos,LF,7223,Alex Castellanos,casteal01,9203,Alex Castellanos,OF,casta003,Alex Castellanos,5/31/2012,9203,Álex Castellanos,LF/RF,
592222,Alex Claudio,P,TEX,L,L,1992,66960,claudal01,Alex Claudio,2143302,Alex Claudio,RP,,33628,Alex Claudio,RP,12890,Alex Claudio,claudal01,9787,Alex Claudio,P,claua001,Alex Claudio,8/13/2014,9787,Álex Cláudio,RP,RP6
502171,Alex Cobb,P,TB,R,R,1987,50167,cobbal01,Alex Cobb,1784973,Alex Cobb,SP,COBB19871007A,31086,Alex Cobb,SP,6562,Alex Cobb,cobbal01,8918,Alex Cobb,P,cobba001,Alex Cobb,5/1/2011,8918,Alex Cobb,SP,
517008,Alex Colome,P,TB,R,R,1988,55735,colomal01,Alex Colome,1739607,Alex Colome,SP,COLOME19881231A,31255,Alex Colome,SP,6661,Alex Colome,colomal01,9413,Alex Colome,P,coloa001,Alex Colome,5/30/2013,9413,Álex Colomé,SP,SP4
543105,Alex Dickerson,RF,SD,L,L,1990,65961,,,2050338,Alex Dickerson,1B,,32956,Alex Dickerson,1B,,,,9617,Alex Dickerson,RF,,,,9617,Alex Dickerson,RF,
136460,Alex Gonzalez,SS,DET,R,R,1977,502,gonzaal02,Alex Gonzalez,18477,Alex Gonzalez,SS,GONZALEZ19770215A,3916,Alex Gonzalez,SS,520,Alex Gonzalez,gonzaal02,6077,Alex Gonzalez,SS,gonza002,Alex Gonzalez,8/25/1998,6077,Álex González,SS,
460086,Alex Gordon,LF,KC,L,R,1984,52054,gordoal01,Alex Gordon,593271,Alex Gordon,LF,GORDON19840210A,28636,Alex Gordon,LF,5209,Alex Gordon,gordoal01,7907,Alex Gordon,LF,gorda001,Alex Gordon,4/2/2007,7907,Alex Gordon,LF,LF1
648717,Alex Guerrero,3B,LAD,R,R,1986,53590,guerral01,Alex Guerrero,2106651,Alex Guerrero,LF,GUERREROcubaA01,33096,Alex Guerrero,LF,15670,Alex Guerrero,guerral01,9539,Alex Guerrero,2B,guera001,Alex Guerrero,3/22/2014,9539,Alex Guerrero,2B/3B,LF2
572910,Alex Hassan,RF,OAK,R,R,1988,60258,hassaal01,Alex Hassan,1740944,Alex Hassan,RF,HASSAN19880401A,30770,Alex Hassan,RF,9959,Alex Hassan,hassaal01,9715,Alex Hassan,RF,hassa002,Alex Hassan,6/1/2014,9715,Alex Hassan,RF,
499926,Alex Liddi,1B,BAL,R,R,1988,51542,liddial01,Alex Liddi,1667060,Alex Liddi,3B,LIDDI19880814A,29493,Alex Liddi,1B,5411,Alex Liddi,liddial01,9065,Alex Liddi,1B,lidda001,Alex Liddi,9/7/2011,9065,Alex Liddi,1B/3B,
543542,Alex Meyer,P,MIN,R,R,1990,70760,,,1894638,Alex Meyer,SP,,32173,Alex Meyer,SP,,,,9332,Alex Meyer,P,,,,9332,Alex Meyer,SP,
502100,Alex Presley,LF,HOU,L,L,1985,50126,preslal01,Alex Presley,1603038,Alex Presley,LF,PRESLEY19850725A,29683,Alex Presley,LF,5305,Alex Presley,preslal01,8823,Alex Presley,LF,presa001,Alex Presley,9/8/2010,8823,Alex Presley,LF/CF,
425567,Alex Rios,RF,KC,R,R,1981,31640,riosal01,Alex Rios,383411,Alex Rios,RF,RIOS19810218A,5880,Alex Rios,RF,2090,Alex Rios,riosal01,7254,Alex Rios,RF,riosa002,Alex Rios,5/27/2004,7254,Álex Ríos,RF/CF,
121347,Alex Rodriguez,DH,NYY,R,R,1975,1292,rodrial01,Alex Rodriguez,8023,Alex Rodriguez,DH,RODRIGUEZ19750727A,3115,Alex Rodriguez,DH,1274,Alex Rodriguez,rodrial01,5275,Alex Rodriguez,3B,rodra001,Alex Rodriguez,7/8/1994,5275,Álex Rodríguez,3B,DH1
502253,Alex Sanabia,P,ARI,R,R,1988,50207,sanabal01,Alex Sanabia,1755082,Alex Sanabia,SP,SANABIA19880908A,30941,Alex Sanabia,SP,5350,Alex Sanabia,sanabal01,8750,Alex Sanabia,P,sanaa001,Alex Sanabia,6/24/2010,8750,Alex Sanabia,SP,
456776,Alex Torres,P,NYM,L,L,1987,52546,torreal01,Alex Torres,1663351,Alex Torres,RP,TORRES19871208A,31125,Alex Torres,RP,7038,Alex Torres,torreal01,8991,Alex Torres,P,torra002,Alexander Torres,7/18/2011,8991,Álex Torres,RP,RP5
502229,Alex White,P,HOU,R,R,1988,65814,whiteal01,Alex White,1732488,Alex White,SP,WHITE19880829A,30446,Alex White,SP,10054,Alex White,whiteal01,8916,Alex White,P,whita001,Alex White,4/30/2011,8916,Alex White,SP,
543935,Alex Wilson,P,DET,R,R,1986,60051,wilsoal01,Alex Wilson,1799270,Alex Wilson,RP,WILSON19861103A,31557,Alex Wilson,RP,9239,Alex Wilson,wilsoal01,9364,Alex Wilson,P,wilsa001,Alex Wilson,4/11/2013,9364,Alex Wilson,RP,RP7
622072,Alex Wood,P,ATL,R,L,1991,100718,woodal02,Alex Wood,2036154,Alex Wood,SP,WOOD19910112A,32620,Alex Wood,SP,13781,Alex Wood,woodal02,9415,Alex Wood,P,wooda002,Alex Wood,5/30/2013,9415,Alex Wood,SP,SP2
493351,Alexei Ramirez,SS,CWS,R,R,1981,51421,ramiral03,Alexei Ramirez,1507970,Alexei Ramirez,SS,RAMIREZcubaA01,28952,Alexei Ramirez,SS,5133,Alexei Ramirez,ramiral03,8169,Alexei Ramirez,SS,ramia003,Alexei Ramirez,3/31/2008,8169,Alexei Ramírez,SS,SS1
506560,Alexi Amarista,SS,SD,L,R,1989,55889,amarial01,Alexi Amarista,1735053,Alexi Amarista,SS,AMARISTA19890406A,30562,Alexi Amarista,SS,9063,Alexi Amarista,amarial01,8914,Alexi Amarista,SS,amara001,Alexi Amarista,4/26/2011,8914,Alexi Amarista,SS/3B,SS1
458210,Alexi Casilla,2B,TB,S,R,1984,45799,casilal01,Alexi Casilla,1103724,Alexi Casilla,3B,CASILLA19840720A,28575,Alexi Casilla,3B,5248,Alexi Casilla,casilal01,7855,Alexi Casilla,2B,casia001,Alexi Casilla,9/1/2006,7855,Alexi Casilla,2B/SS,
468396,Alexi Ogando,P,BOS,R,R,1983,49910,ogandal01,Alexi Ogando,1174266,Alexi Ogando,RP,OGANDO19831005A,30549,Alexi Ogando,RP,10261,Alexi Ogando,ogandal01,8743,Alexi Ogando,P,ogana001,Alexi Ogando,6/15/2010,8743,Alexi Ogando,RP/SP,RP4
469686,Alfredo Aceves,P,NYY,R,R,1982,46928,aceveal01,Alfredo Aceves,1638980,Alfredo Aceves,RP,ACEVES19821208A,29223,Alfredo Aceves,RP,5164,Alfredo Aceves,aceveal01,8336,Alfredo Aceves,P,aceva001,Alfredo Aceves,8/31/2008,8336,Alfredo Aceves,RP/SP,
451628,Alfredo Figaro,P,TEX,R,R,1984,52453,figaral01,Alfredo Figaro,1654334,Alfredo Figaro,RP,FIGARO19840707A,30067,Alfredo Figaro,RP,8404,Alfredo Figaro,figaral01,8513,Alfredo Figaro,P,figaa001,Alfredo Figaro,6/20/2009,8513,Alfredo Figaro,RP/SP,
501245,Alfredo Marte,LF,LAA,R,R,1989,51755,marteal01,Alfredo Marte,1956711,Alfredo Marte,LF,MARTE19890331A,32251,Alfredo Marte,LF,5212,Alfredo Marte,marteal01,9354,Alfredo Marte,LF,marta005,Alfredo Marte,4/2/2013,9354,Alfredo Marte,LF/RF,
430580,Alfredo Simon,P,DET,R,R,1981,45581,simonal01,Alfredo Simon,448968,Alfredo Simon,SP,SIMON19810508A,28699,Alfredo Simon,SP,2155,Alfredo Simon,simonal01,7975,Alfredo Simon,P,simoa001,Alfredo Simon,9/6/2008,7975,Alfredo Simón,SP/RP,SP3
455378,Ali Solis,C,LAD,R,R,1987,52362,solisal01,Ali Solis,1946524,Ali Solis,C,SOLIS19870929A,32114,Ali Solis,C,8848,Ali Solis,solisal01,9304,Ali Solis,C,solia001,Ali Solis,9/16/2012,9304,Alí Solís,C,
488852,Allan Dykstra,1B,TB,L,R,1987,57813,dykstal01,Allan Dykstra,1960245,Allan Dykstra,1B,,32361,Allan Dykstra,1B,9113,Allan Dykstra,,9922,Allan Dykstra,1B,,,,9922,Allan Dykstra,1B,
501800,Allen Craig,RF,BOS,R,R,1984,51043,craigal01,Allen Craig,1661498,Allen Craig,LF,CRAIG19840718A,30399,Allen Craig,LF,3433,Allen Craig,craigal01,8649,Allen Craig,RF,craia001,Allen Craig,4/8/2010,8649,Allen Craig,RF/1B,
543903,Allen Webster,P,ARI,R,R,1990,58787,webstal01,Allen Webster,1799467,Allen Webster,SP,WEBSTER19900210A,31119,Allen Webster,SP,3993,Allen Webster,webstal01,9249,Allen Webster,P,websa001,Allen Webster,4/21/2013,9249,Allen Webster,SP,
607237,Amir Garrett,P,CIN,L,L,1992,70946,,,2053474,Amir Garrett,SP,,33652,Amir Garrett,SP,,,,,,,,,,,,,
444843,Andre Ethier,RF,LAD,L,L,1982,45962,ethiean01,Andre Ethier,490390,Andre Ethier,RF,ETHIER19820410A,6481,Andre Ethier,RF,6265,Andre Ethier,ethiean01,7710,Andre Ethier,RF,ethia001,Andre Ethier,5/2/2006,7710,Andre Ethier,RF/LF,RF1
516589,Andre Rienzo,P,MIA,R,R,1988,56638,rienzan01,Andre Rienzo,2027388,Andre Rienzo,SP,RIENZO19880605A,31935,Andre Rienzo,SP,3507,Andre Rienzo,rienzan01,9473,Andre Rienzo,P,riena001,Andre Rienzo,7/30/2013,9473,André Rienzo,SP,
592743,Andrelton Simmons,SS,ATL,R,R,1989,67119,simmoan01,Andrelton Simmons,1918584,Andrelton Simmons,SS,SIMMONS19890904A,31728,Andrelton Simmons,SS,10847,Andrelton Simmons,simmoan01,9201,Andrelton Simmons,SS,simma001,Andrelton Simmons,6/2/2012,9201,Andrelton Simmons,SS,SS1
433217,Andres Blanco,3B,PHI,S,R,1984,32835,blancan01,Andres Blanco,392116,Andres Blanco,SS,BLANCO19840411A,5943,Andres Blanco,SS,1907,Andres Blanco,blancan01,7313,Andres Blanco,SS,blana001,Andres Blanco,4/17/2004,7313,Andrés Blanco,SS/3B,SS2
400083,Andres Torres,LF,SF,S,R,1978,1455,torrean02,Andres Torres,223497,Andres Torres,LF,TORRES19780126A,5089,Andres Torres,LF,1488,Andres Torres,torrean02,6901,Andres Torres,OF,torra001,Andres Torres,4/7/2002,6901,Andres Torres,LF,
452027,Andrew Albers,P,TOR,R,L,1985,52617,alberan01,Andrew Albers,2044380,Andrew Albers,RP,ALBERS19851006A,32754,Andrew Albers,RP,7853,Andrew Albers,alberan01,9480,Andrew Albers,P,albea001,Andrew Albers,8/6/2013,9480,Andrew Albers,RP,
